timestamp,ax,ay,az,gx,gy,gz,label
310,-0.62,0.76,-0.20,-1.98,-2.27,-4.37,0
313,-0.62,0.75,-0.20,-1.90,-2.43,-4.55,0
316,-0.62,0.75,-0.20,-1.90,-2.43,-4.55,0
318,-0.62,0.75,-0.20,-1.90,-2.43,-4.55,0
321,-0.62,0.75,-0.20,-1.90,-2.43,-4.55,0
324,-0.62,0.76,-0.20,-1.90,-2.56,-4.64,0
327,-0.62,0.76,-0.20,-1.90,-2.56,-4.64,0
329,-0.62,0.76,-0.20,-1.90,-2.56,-4.64,0
342,-0.62,0.76,-0.20,-1.80,-3.15,-4.68,0
345,-0.62,0.76,-0.20,-1.80,-3.15,-4.68,0
347,-0.62,0.76,-0.20,-1.80,-3.15,-4.68,0
350,-0.62,0.76,-0.20,-1.80,-3.15,-4.68,0
353,-0.62,0.76,-0.20,-2.06,-3.46,-4.98,0
356,-0.62,0.76,-0.20,-2.06,-3.46,-4.98,0
358,-0.62,0.76,-0.20,-2.06,-3.46,-4.98,0
361,-0.62,0.76,-0.20,-2.06,-3.46,-4.98,0
364,-0.62,0.76,-0.20,-2.29,-3.54,-5.40,0
366,-0.62,0.76,-0.20,-2.29,-3.54,-5.40,0
379,-0.62,0.76,-0.20,-2.27,-3.78,-5.80,0
382,-0.62,0.76,-0.20,-2.22,-4.00,-6.14,0
385,-0.62,0.76,-0.20,-2.22,-4.00,-6.14,0
387,-0.62,0.76,-0.20,-2.22,-4.00,-6.14,0
390,-0.62,0.76,-0.20,-2.22,-4.00,-6.14,0
393,-0.63,0.76,-0.20,-2.08,-4.00,-6.43,0
395,-0.63,0.76,-0.20,-2.08,-4.00,-6.43,0
398,-0.63,0.76,-0.20,-2.08,-4.00,-6.43,0
401,-0.63,0.76,-0.20,-2.08,-4.00,-6.43,0
403,-0.62,0.76,-0.20,-2.13,-3.86,-6.56,0
416,-0.62,0.76,-0.20,-2.22,-3.96,-6.59,0
419,-0.62,0.76,-0.20,-2.22,-3.96,-6.59,0
422,-0.62,0.76,-0.20,-2.18,-3.99,-6.90,0
424,-0.63,0.76,-0.20,-2.18,-3.99,-6.90,0
427,-0.63,0.76,-0.20,-2.18,-3.99,-6.90,0
430,-0.63,0.76,-0.20,-2.18,-3.99,-6.90,0
433,-0.63,0.76,-0.20,-2.25,-3.89,-7.25,0
435,-0.63,0.76,-0.20,-2.25,-3.89,-7.25,0
438,-0.63,0.76,-0.20,-2.25,-3.89,-7.25,0
441,-0.63,0.76,-0.20,-2.25,-3.89,-7.25,0
454,-0.63,0.76,-0.19,-2.15,-3.73,-7.54,0
456,-0.63,0.76,-0.19,-2.15,-3.73,-7.54,0
459,-0.63,0.76,-0.19,-2.15,-3.73,-7.54,0
462,-0.63,0.76,-0.19,-2.17,-3.68,-7.61,0
464,-0.62,0.76,-0.19,-2.17,-3.68,-7.61,0
467,-0.62,0.76,-0.19,-2.17,-3.68,-7.61,0
470,-0.62,0.76,-0.19,-2.17,-3.68,-7.61,0
472,-0.62,0.76,-0.19,-2.13,-3.63,-7.73,0
475,-0.63,0.76,-0.19,-2.13,-3.63,-7.73,0
478,-0.63,0.76,-0.19,-2.13,-3.63,-7.73,0
491,-0.63,0.76,-0.19,-2.03,-3.49,-7.76,0
493,-0.63,0.76,-0.19,-2.02,-3.53,-7.65,0
496,-0.63,0.76,-0.19,-2.02,-3.53,-7.65,0
499,-0.63,0.76,-0.19,-2.02,-3.53,-7.65,0
501,-0.63,0.76,-0.19,-2.02,-3.53,-7.65,0
504,-0.63,0.76,-0.19,-1.98,-3.63,-7.69,0
507,-0.63,0.76,-0.19,-1.98,-3.63,-7.69,0
510,-0.63,0.76,-0.19,-1.98,-3.63,-7.69,0
512,-0.63,0.76,-0.19,-2.08,-3.60,-7.68,0
515,-0.63,0.76,-0.20,-2.08,-3.60,-7.68,0
528,-0.63,0.76,-0.20,-2.07,-3.65,-7.61,0
530,-0.63,0.76,-0.20,-2.07,-3.65,-7.61,0
533,-0.63,0.76,-0.19,-2.24,-3.73,-7.47,0
536,-0.63,0.76,-0.19,-2.24,-3.73,-7.47,0
539,-0.63,0.76,-0.19,-2.24,-3.73,-7.47,0
541,-0.63,0.76,-0.19,-2.24,-3.73,-7.47,0
544,-0.63,0.76,-0.19,-2.50,-3.81,-7.26,0
547,-0.63,0.76,-0.19,-2.50,-3.81,-7.26,0
549,-0.63,0.76,-0.19,-2.50,-3.81,-7.26,0
552,-0.63,0.76,-0.19,-2.65,-3.73,-7.05,0
565,-0.63,0.76,-0.19,-2.76,-3.59,-6.89,0
568,-0.63,0.76,-0.19,-2.76,-3.59,-6.89,0
570,-0.63,0.76,-0.19,-2.76,-3.59,-6.89,0
573,-0.63,0.76,-0.18,-2.92,-3.44,-6.81,0
576,-0.63,0.76,-0.18,-2.92,-3.44,-6.81,0
578,-0.63,0.76,-0.18,-2.92,-3.44,-6.81,0
581,-0.63,0.76,-0.18,-2.92,-3.44,-6.81,0
584,-0.63,0.76,-0.19,-2.92,-3.22,-6.60,0
