timestamp,ax,ay,az,gx,gy,gz,label
1800,0.24,1.02,-0.15,-0.24,-1.35,-6.89,1
1810,0.24,1.02,-0.15,-0.25,-1.46,-6.83,1
1820,0.25,1.02,-0.15,-0.26,-1.50,-6.77,1
1830,0.24,1.02,-0.15,-0.29,-1.31,-6.79,1
1840,0.24,1.02,-0.15,-0.24,-1.34,-6.85,1
1850,0.24,1.02,-0.15,-0.16,-1.50,-6.72,1
1860,0.24,1.02,-0.15,-0.26,-1.73,-6.72,1
1870,0.24,1.02,-0.15,-0.43,-1.59,-6.65,1
1880,0.25,1.02,-0.15,-0.37,-1.44,-6.61,1
1890,0.24,1.02,-0.15,-0.27,-1.37,-6.58,1
1900,0.24,1.02,-0.15,-0.27,-1.22,-6.66,1
1910,0.24,1.02,-0.15,-0.40,-1.32,-6.63,1
1920,0.24,1.01,-0.15,-0.44,-1.31,-6.52,1
1930,0.24,1.02,-0.15,-0.40,-1.45,-6.47,1
1940,0.24,1.02,-0.15,-0.44,-1.59,-6.57,1
1950,0.25,1.01,-0.15,-0.50,-1.38,-6.59,1
1960,0.24,1.01,-0.15,-0.51,-1.34,-6.49,1
1970,0.25,1.01,-0.15,-0.48,-1.44,-6.55,1
1980,0.24,1.01,-0.15,-0.49,-1.43,-6.66,1
1990,0.25,1.01,-0.15,-0.52,-1.21,-6.54,1
2000,0.24,1.02,-0.15,-0.50,-1.10,-6.60,1
2010,0.24,1.02,-0.15,-0.48,-1.11,-6.60,1
2020,0.24,1.02,-0.15,-0.41,-1.33,-6.50,1
2030,0.24,1.02,-0.15,-0.48,-1.50,-6.53,1
2040,0.24,1.02,-0.15,-0.43,-1.51,-6.56,1
2050,0.24,1.02,-0.15,-0.43,-1.73,-6.55,1
2060,0.25,1.01,-0.16,-0.57,-1.85,-6.63,1
2070,0.25,1.01,-0.15,-0.58,-1.74,-6.71,1
2080,0.25,1.01,-0.15,-0.51,-1.42,-6.76,1
2090,0.24,1.01,-0.15,-0.55,-1.10,-6.89,1
2100,0.24,1.02,-0.15,-0.63,-0.98,-6.88,1
2110,0.25,1.02,-0.15,-0.54,-0.99,-6.92,1
2120,0.24,1.02,-0.15,-0.51,-1.08,-6.76,1
2130,0.24,1.02,-0.15,-0.44,-1.29,-6.66,1
2140,0.24,1.02,-0.15,-0.36,-1.44,-6.60,1
2150,0.24,1.02,-0.15,-0.39,-1.46,-6.49,1
2160,0.24,1.02,-0.15,-0.42,-1.54,-6.40,1
2170,0.25,1.02,-0.15,-0.20,-1.39,-6.49,1
2180,0.25,1.02,-0.15,-0.15,-1.07,-6.60,1
2190,0.25,1.02,-0.15,-0.18,-1.02,-6.56,1
2200,0.25,1.01,-0.15,-0.21,-1.10,-6.65,1
2210,0.24,1.01,-0.15,-0.25,-1.02,-6.66,1
2220,0.24,1.01,-0.15,-0.18,-1.10,-6.73,1
2230,0.24,1.02,-0.15,-0.21,-1.08,-6.69,1
2240,0.24,1.02,-0.15,-0.18,-1.21,-6.64,1
2250,0.25,1.02,-0.15,-0.17,-1.38,-6.66,1
2260,0.25,1.01,-0.15,-0.15,-1.49,-6.63,1
2270,0.24,1.01,-0.15,-0.10,-1.71,-6.63,1
2280,0.25,1.02,-0.15,-0.10,-1.71,-6.60,1
2290,0.25,1.02,-0.15,-0.27,-1.48,-6.60,1
