timestamp,ax,ay,az,gx,gy,gz,label
110660,-0.52,0.84,-0.15,-10.24,-19.44,10.12,1
110670,-0.54,0.87,-0.14,-10.69,-17.20,8.86,1
110680,-0.51,0.84,-0.14,-11.57,-14.53,7.50,1
110690,-0.55,0.86,-0.13,-10.86,-11.77,6.31,1
110700,-0.56,0.86,-0.12,-10.15,-12.39,4.05,1
110710,-0.53,0.85,-0.13,-10.48,-12.02,4.65,1
110720,-0.51,0.84,-0.14,-10.90,-10.14,7.36,1
110730,-0.51,0.85,-0.15,-10.11,-9.47,8.78,1
110740,-0.51,0.86,-0.13,-9.59,-9.21,7.01,1
110750,-0.50,0.86,-0.11,-9.92,-8.47,4.54,1
110760,-0.51,0.86,-0.11,-9.70,-8.29,3.15,1
110770,-0.50,0.86,-0.13,-7.98,-9.67,2.65,1
110780,-0.49,0.85,-0.13,-5.53,-11.80,3.73,1
110790,-0.54,0.89,-0.12,-5.79,-12.24,3.93,1
110800,-0.55,0.88,-0.11,-9.47,-13.05,2.56,1
110810,-0.54,0.87,-0.09,-14.92,-11.80,3.88,1
110820,-0.51,0.86,-0.10,-18.40,-10.84,7.34,1
110830,-0.48,0.86,-0.10,-15.33,-11.75,10.27,1
110840,-0.47,0.87,-0.09,-9.61,-14.47,9.83,1
110850,-0.47,0.88,-0.11,-6.22,-15.66,6.06,1
110860,-0.50,0.88,-0.12,-4.98,-15.85,2.30,1
110870,-0.52,0.88,-0.11,-6.16,-14.96,1.20,1
110880,-0.53,0.88,-0.12,-9.02,-13.05,3.02,1
110890,-0.51,0.87,-0.11,-11.41,-11.44,6.51,1
110900,-0.49,0.88,-0.08,-12.64,-9.73,9.94,1
110910,-0.48,0.90,-0.06,-12.81,-8.81,10.82,1
110920,-0.48,0.90,-0.06,-11.23,-9.99,9.75,1
110930,-0.49,0.89,-0.09,-8.42,-12.00,8.90,1
110940,-0.51,0.90,-0.08,-7.34,-12.14,9.44,1
110950,-0.50,0.90,-0.08,-9.63,-10.08,11.93,1
110960,-0.50,0.91,-0.08,-12.27,-8.68,14.96,1
110970,-0.49,0.91,-0.06,-13.29,-9.36,16.56,1
110980,-0.47,0.91,-0.05,-13.29,-11.30,17.52,1
110990,-0.50,0.93,-0.08,-12.01,-14.34,17.62,1
111000,-0.55,0.96,-0.11,-10.67,-18.46,16.17,1
111010,-0.59,0.99,-0.15,-12.68,-20.98,15.39,1
111020,-0.60,1.00,-0.17,-18.36,-20.16,18.29,1
111030,-0.61,1.01,-0.11,-26.62,-17.84,25.08,1
111040,-0.56,1.02,-0.07,-34.84,-14.43,33.28,1
111050,-0.61,1.05,-0.04,-37.41,-14.75,42.74,1
111060,-0.64,1.08,-0.03,-33.47,-21.23,49.95,1
111070,-0.68,1.11,-0.05,-25.73,-28.55,56.62,1
111080,-0.69,1.12,-0.10,-18.66,-33.94,63.89,1
111090,-0.69,1.09,-0.15,-15.55,-37.54,73.44,1
111100,-0.72,1.08,-0.19,-17.34,-36.34,85.18,1
111110,-0.77,1.07,-0.21,-22.79,-32.04,97.56,1
111120,-0.78,1.06,-0.21,-30.01,-26.31,110.28,1
111130,-0.81,1.05,-0.23,-35.95,-20.16,124.33,1
111140,-0.81,1.03,-0.24,-39.30,-11.60,138.84,1
111150,-0.80,0.98,-0.26,-41.40,1.16,154.73,1
111160,-0.78,0.92,-0.30,-44.41,21.86,172.55,1
111170,-0.77,0.89,-0.33,-49.37,43.34,191.69,1
111180,-0.62,0.79,-0.36,-57.51,39.25,209.38,1
111190,-0.45,0.82,-0.37,-61.60,37.82,222.97,1
111200,-0.25,1.35,-0.42,-60.72,63.98,227.65,1
111210,-0.59,2.00,-1.00,-44.78,94.88,214.41,1
111220,-0.62,2.00,-1.06,12.92,67.01,165.85,1
111230,0.15,1.99,-0.53,91.98,28.51,126.34,1
111240,-0.04,2.00,-0.28,160.72,61.85,121.11,1
111250,0.21,2.00,-0.23,184.53,97.40,115.76,1
111260,0.58,2.00,0.12,126.47,85.09,124.41,1
111270,0.43,2.00,0.16,24.98,107.92,154.19,1
111280,0.14,2.00,-0.30,-42.05,168.48,185.32,1
111290,0.24,2.00,-0.42,-43.56,159.28,207.35,1
111300,0.07,1.88,-0.38,-3.70,137.19,227.13,1
111310,-0.11,1.68,-0.34,44.92,130.52,233.05,1
111320,-0.22,1.45,-0.29,79.67,129.13,225.98,1
111330,-0.30,1.16,-0.15,85.48,129.95,211.66,1
111340,-0.37,0.96,-0.06,66.88,139.34,197.38,1
111350,-0.46,0.75,-0.07,48.77,148.93,185.89,1
111360,-0.44,0.47,-0.04,46.47,144.66,175.16,1
111370,-0.41,0.21,0.02,55.47,136.44,167.15,1
111380,-0.44,0.05,0.07,69.15,123.81,161.11,1
111390,-0.51,-0.07,0.09,86.09,111.47,152.91,1
111400,-0.56,-0.20,0.15,103.70,99.68,139.14,1
111410,-0.61,-0.32,0.19,118.40,88.20,120.09,1
111420,-0.61,-0.44,0.21,129.41,77.76,96.29,1
111430,-0.64,-0.58,0.22,137.28,67.52,69.92,1
111440,-0.62,-0.68,0.23,143.06,58.27,40.88,1
111450,-0.62,-0.69,0.22,148.15,51.91,10.83,1
111460,-0.62,-0.66,0.22,152.11,44.27,-19.77,1
111470,-0.60,-0.61,0.25,152.21,37.95,-50.24,1
111480,-0.60,-0.52,0.25,147.30,28.46,-78.73,1
111490,-0.64,-0.38,0.24,141.15,17.62,-106.24,1
111500,-0.66,-0.27,0.19,138.53,6.85,-134.12,1
111510,-0.63,-0.17,0.17,139.54,-2.51,-160.60,1
111520,-0.57,-0.03,0.16,139.73,-11.20,-182.85,1
111530,-0.56,0.13,0.14,136.02,-25.46,-199.48,1
111540,-0.61,0.33,0.10,130.71,-38.31,-214.56,1
111550,-0.62,0.47,0.06,126.13,-46.44,-230.95,1
111560,-0.62,0.55,-0.00,121.62,-56.34,-245.63,1
